  #	  Qty	Unit  	Description           	Designators  	Per Harness
 70	    1	      	Installation item 01  	             	mp-examples-ex04: 1
 71	    1	      	Installation item 02  	             	mp-examples-ex04: 1
 72	    1	      	Installation item 03  	             	mp-examples-ex04: 1
 73	    1	      	Installation item 04  	             	mp-examples-ex04: 1
 74	    1	      	Installation item 05  	             	mp-examples-ex04: 1
 75	    1	      	Installation item 06  	             	mp-examples-ex04: 1
 76	    1	      	Installation item 07  	             	mp-examples-ex04: 1
 77	    1	      	Installation item 08  	             	mp-examples-ex04: 1
 78	    1	      	Installation item 09  	             	mp-examples-ex04: 1
 79	    1	      	Installation item 10  	             	mp-examples-ex04: 1
 80	    1	      	Installation item 11  	             	mp-examples-ex04: 1
 81	    1	      	Installation item 12  	             	mp-examples-ex04: 1
 82	    1	      	Installation item 13  	             	mp-examples-ex04: 1
 83	    1	      	Installation item 14  	             	mp-examples-ex04: 1
 84	    1	      	Installation item 15  	             	mp-examples-ex04: 1
 85	    1	      	Installation item 16  	             	mp-examples-ex04: 1
 86	    1	      	Installation item 17  	             	mp-examples-ex04: 1
 87	    1	      	Installation item 18  	             	mp-examples-ex04: 1
 88	    1	      	Installation item 19  	             	mp-examples-ex04: 1
 89	    1	      	Installation item 20  	             	mp-examples-ex04: 1
 90	    1	      	Installation item 21  	             	mp-examples-ex04: 1
 91	    1	      	Installation item 22  	             	mp-examples-ex04: 1
 92	    1	      	Installation item 23  	             	mp-examples-ex04: 1
 93	    1	      	Installation item 24  	             	mp-examples-ex04: 1
 94	    1	      	Installation item 25  	             	mp-examples-ex04: 1
 95	    1	      	Installation item 26  	             	mp-examples-ex04: 1
 96	    1	      	Installation item 27  	             	mp-examples-ex04: 1
 97	    1	      	Installation item 28  	             	mp-examples-ex04: 1
 98	    1	      	Installation item 29  	             	mp-examples-ex04: 1
 99	    1	      	Installation item 30  	             	mp-examples-ex04: 1
100	    1	      	Cable, 24 wires       	             	mp-examples-ex04: 1
101	    1	      	Connector, , , 24 pins	             	mp-examples-ex04: 1
102	    1	      	Connector, , , 24 pins	             	mp-examples-ex04: 1
