  #	  Qty	Unit  	Description           	Designators  	Per Harness
 42	    1	      	Field kit 01          	             	mp-examples-ex03: 1
 43	    1	      	Field kit 02          	             	mp-examples-ex03: 1
 44	    1	      	Field kit 03          	             	mp-examples-ex03: 1
 45	    1	      	Field kit 04          	             	mp-examples-ex03: 1
 46	    1	      	Field kit 05          	             	mp-examples-ex03: 1
 47	    1	      	Field kit 06          	             	mp-examples-ex03: 1
 48	    1	      	Field kit 07          	             	mp-examples-ex03: 1
 49	    1	      	Field kit 08          	             	mp-examples-ex03: 1
 50	    1	      	Field kit 09          	             	mp-examples-ex03: 1
 51	    1	      	Field kit 10          	             	mp-examples-ex03: 1
 52	    1	      	Field kit 11          	             	mp-examples-ex03: 1
 53	    1	      	Field kit 12          	             	mp-examples-ex03: 1
 54	    1	      	Field kit 13          	             	mp-examples-ex03: 1
 55	    1	      	Field kit 14          	             	mp-examples-ex03: 1
 56	    1	      	Field kit 15          	             	mp-examples-ex03: 1
 57	    1	      	Field kit 16          	             	mp-examples-ex03: 1
 58	    1	      	Field kit 17          	             	mp-examples-ex03: 1
 59	    1	      	Field kit 18          	             	mp-examples-ex03: 1
 60	    1	      	Field kit 19          	             	mp-examples-ex03: 1
 61	    1	      	Field kit 20          	             	mp-examples-ex03: 1
 62	    1	      	Field kit 21          	             	mp-examples-ex03: 1
 63	    1	      	Field kit 22          	             	mp-examples-ex03: 1
 64	    1	      	Field kit 23          	             	mp-examples-ex03: 1
 65	    1	      	Field kit 24          	             	mp-examples-ex03: 1
 66	    1	      	Field kit 25          	             	mp-examples-ex03: 1
 67	    1	      	Cable, 20 wires       	             	mp-examples-ex03: 1
 68	    1	      	Connector, , , 20 pins	             	mp-examples-ex03: 1
 69	    1	      	Connector, , , 20 pins	             	mp-examples-ex03: 1
