  #	  Qty	Unit  	Description           	Designators  	Per Harness
  1	    1	      	Spare fastener 01     	             	mp-examples-ex01: 1
  2	    1	      	Spare fastener 02     	             	mp-examples-ex01: 1
  3	    1	      	Spare fastener 03     	             	mp-examples-ex01: 1
  4	    1	      	Spare fastener 04     	             	mp-examples-ex01: 1
  5	    1	      	Spare fastener 05     	             	mp-examples-ex01: 1
  6	    1	      	Spare fastener 06     	             	mp-examples-ex01: 1
  7	    1	      	Spare fastener 07     	             	mp-examples-ex01: 1
  8	    1	      	Spare fastener 08     	             	mp-examples-ex01: 1
  9	    1	      	Spare fastener 09     	             	mp-examples-ex01: 1
 10	    1	      	Spare fastener 10     	             	mp-examples-ex01: 1
 11	    1	      	Spare fastener 11     	             	mp-examples-ex01: 1
 12	    1	      	Spare fastener 12     	             	mp-examples-ex01: 1
 13	    1	      	Spare fastener 13     	             	mp-examples-ex01: 1
 14	    1	      	Spare fastener 14     	             	mp-examples-ex01: 1
 15	    1	      	Spare fastener 15     	             	mp-examples-ex01: 1
 16	    1	      	Cable, 12 wires       	             	mp-examples-ex01: 1
 17	    1	      	Connector, , , 12 pins	             	mp-examples-ex01: 1
 18	    1	      	Connector, , , 12 pins	             	mp-examples-ex01: 1
 19	    1	      	Accessory 01          	             	mp-examples-ex02: 1
 20	    1	      	Accessory 02          	             	mp-examples-ex02: 1
 21	    1	      	Accessory 03          	             	mp-examples-ex02: 1
 22	    1	      	Accessory 04          	             	mp-examples-ex02: 1
 23	    1	      	Accessory 05          	             	mp-examples-ex02: 1
 24	    1	      	Accessory 06          	             	mp-examples-ex02: 1
 25	    1	      	Accessory 07          	             	mp-examples-ex02: 1
 26	    1	      	Accessory 08          	             	mp-examples-ex02: 1
 27	    1	      	Accessory 09          	             	mp-examples-ex02: 1
 28	    1	      	Accessory 10          	             	mp-examples-ex02: 1
 29	    1	      	Accessory 11          	             	mp-examples-ex02: 1
 30	    1	      	Accessory 12          	             	mp-examples-ex02: 1
 31	    1	      	Accessory 13          	             	mp-examples-ex02: 1
 32	    1	      	Accessory 14          	             	mp-examples-ex02: 1
 33	    1	      	Accessory 15          	             	mp-examples-ex02: 1
 34	    1	      	Accessory 16          	             	mp-examples-ex02: 1
 35	    1	      	Accessory 17          	             	mp-examples-ex02: 1
 36	    1	      	Accessory 18          	             	mp-examples-ex02: 1
 37	    1	      	Accessory 19          	             	mp-examples-ex02: 1
 38	    1	      	Accessory 20          	             	mp-examples-ex02: 1
 39	    1	      	Cable, 16 wires       	             	mp-examples-ex02: 1
 40	    1	      	Connector, , , 16 pins	             	mp-examples-ex02: 1
 41	    1	      	Connector, , , 16 pins	             	mp-examples-ex02: 1
 42	    1	      	Field kit 01          	             	mp-examples-ex03: 1
 43	    1	      	Field kit 02          	             	mp-examples-ex03: 1
 44	    1	      	Field kit 03          	             	mp-examples-ex03: 1
 45	    1	      	Field kit 04          	             	mp-examples-ex03: 1
 46	    1	      	Field kit 05          	             	mp-examples-ex03: 1
 47	    1	      	Field kit 06          	             	mp-examples-ex03: 1
 48	    1	      	Field kit 07          	             	mp-examples-ex03: 1
 49	    1	      	Field kit 08          	             	mp-examples-ex03: 1
 50	    1	      	Field kit 09          	             	mp-examples-ex03: 1
 51	    1	      	Field kit 10          	             	mp-examples-ex03: 1
 52	    1	      	Field kit 11          	             	mp-examples-ex03: 1
 53	    1	      	Field kit 12          	             	mp-examples-ex03: 1
 54	    1	      	Field kit 13          	             	mp-examples-ex03: 1
 55	    1	      	Field kit 14          	             	mp-examples-ex03: 1
 56	    1	      	Field kit 15          	             	mp-examples-ex03: 1
 57	    1	      	Field kit 16          	             	mp-examples-ex03: 1
 58	    1	      	Field kit 17          	             	mp-examples-ex03: 1
 59	    1	      	Field kit 18          	             	mp-examples-ex03: 1
 60	    1	      	Field kit 19          	             	mp-examples-ex03: 1
 61	    1	      	Field kit 20          	             	mp-examples-ex03: 1
 62	    1	      	Field kit 21          	             	mp-examples-ex03: 1
 63	    1	      	Field kit 22          	             	mp-examples-ex03: 1
 64	    1	      	Field kit 23          	             	mp-examples-ex03: 1
 65	    1	      	Field kit 24          	             	mp-examples-ex03: 1
